customer_id,age,gender,item_purchased,category,purchase_amount_(usd),location,size,color,season,review_rating,subscription_status,payment_method,shipping_type,discount_applied,promo_code_used,previous_purchases,preferred_payment_method,frequency_of_purchases,price,date,month,year
1208,62,Male,Boots,Footwear,90,Iyer Bungalow,M,White,Summer,4.1,No,Venmo,Next Day Air,Yes,Yes,48,Credit Card,Every 3 Months,7470,2022-05-13,5,2022
3166,49,Female,Jacket,Outerwear,92,Chinna Chokikulam,M,Lavender,Spring,3.0,No,PayPal,Store Pickup,No,No,38,Bank Transfer,Every 3 Months,7636,2021-07-17,7,2021
3008,23,Female,Sunglasses,Accessories,60,Palangantham,L,Lavender,Winter,3.0,No,Debit Card,Next Day Air,No,No,31,Venmo,Weekly,4980,2023-09-08,9,2023
1435,59,Male,Sweater,Clothing,64,CS Nagar,L,Maroon,Summer,4.6,No,PayPal,Free Shipping,Yes,Yes,21,Debit Card,Bi-Weekly,5312,2023-08-30,8,2023
2792,43,Female,Gloves,Accessories,60,CS Nagar,M,Yellow,Fall,2.8,No,Credit Card,Express,No,No,14,Venmo,Fortnightly,4980,2020-08-13,8,2020
1866,56,Male,Pants,Clothing,62,Thirumangalam,S,Silver,Summer,3.8,No,Venmo,Store Pickup,No,No,12,Bank Transfer,Monthly,5146,2020-07-19,7,2020
3416,38,Female,Blouse,Clothing,68,Ponmeni,M,Gold,Fall,3.0,No,Credit Card,2-Day Shipping,No,No,15,Bank Transfer,Annually,5644,2021-10-05,10,2021
475,62,Male,Sweater,Clothing,76,CS Nagar,XL,Maroon,Summer,2.6,Yes,Debit Card,2-Day Shipping,Yes,Yes,15,Cash,Quarterly,6308,2020-05-20,5,2020
2956,42,Female,Boots,Footwear,67,Palangantham,M,Silver,Winter,2.6,No,Venmo,Free Shipping,No,No,46,Credit Card,Annually,5561,2021-11-23,11,2021
2287,67,Male,Socks,Clothing,38,Palangantham,L,Blue,Spring,2.5,No,PayPal,Store Pickup,No,No,35,Venmo,Quarterly,3154,2022-12-27,12,2022
739,56,Male,Sunglasses,Accessories,31,Chinna Chokikulam,L,Orange,Winter,3.5,Yes,Credit Card,2-Day Shipping,Yes,Yes,27,Venmo,Quarterly,2573,2024-09-21,9,2024
2271,27,Male,Blouse,Clothing,72,CS Nagar,L,Purple,Spring,3.5,No,Debit Card,Express,No,No,7,Venmo,Weekly,5976,2022-09-22,9,2022
3172,68,Female,Jewelry,Accessories,26,Meenakshi Nagar,M,Maroon,Spring,3.1,No,Credit Card,Express,No,No,26,Bank Transfer,Bi-Weekly,2158,2020-10-19,10,2020
3031,43,Female,Sneakers,Footwear,24,BB Kulam,XL,Purple,Spring,2.6,No,PayPal,2-Day Shipping,No,No,23,Credit Card,Weekly,1992,2022-11-20,11,2022
962,62,Male,Boots,Footwear,72,BB Kulam,L,Olive,Fall,3.7,Yes,Venmo,Next Day Air,Yes,Yes,37,Debit Card,Quarterly,5976,2022-05-29,5,2022
317,36,Male,Handbag,Accessories,22,KK Nagar,M,Charcoal,Fall,3.3,Yes,Bank Transfer,Free Shipping,Yes,Yes,46,Venmo,Monthly,1826,2024-07-23,7,2024
1512,34,Male,Dress,Clothing,91,Thirumangalam,M,Violet,Winter,3.6,No,Credit Card,Express,Yes,Yes,48,Credit Card,Weekly,7553,2024-01-11,1,2024
2486,43,Male,Blouse,Clothing,55,BB Kulam,M,Beige,Spring,4.6,No,Credit Card,2-Day Shipping,No,No,37,Bank Transfer,Annually,4565,2024-08-15,8,2024
2400,55,Male,Dress,Clothing,44,Palangantham,L,Beige,Spring,3.2,No,Debit Card,Store Pickup,No,No,31,Cash,Monthly,3652,2020-09-21,9,2020
2038,39,Male,Belt,Accessories,87,CS Nagar,S,Green,Summer,4.3,No,Cash,Express,No,No,7,Venmo,Bi-Weekly,7221,2023-03-31,3,2023
48,55,Male,Jewelry,Accessories,54,Meenakshi Nagar,M,Charcoal,Winter,4.5,Yes,Debit Card,Free Shipping,Yes,Yes,36,Cash,Weekly,4482,2023-12-21,12,2023
2913,48,Female,Shoes,Footwear,37,BB Kulam,M,Yellow,Winter,4.0,No,Cash,Standard,No,No,27,Cash,Bi-Weekly,3071,2022-10-28,10,2022
3307,63,Female,Jacket,Outerwear,39,CS Nagar,L,Orange,Summer,3.6,No,Cash,Store Pickup,No,No,6,Venmo,Fortnightly,3237,2022-07-19,7,2022
368,52,Male,Dress,Clothing,40,Meenakshi Nagar,XL,Cyan,Spring,2.8,Yes,Credit Card,Store Pickup,Yes,Yes,18,Bank Transfer,Monthly,3320,2020-02-29,2,2020
2832,34,Female,Hoodie,Clothing,53,Palangantham,L,Pink,Winter,5.0,No,Cash,Express,No,No,4,Credit Card,Weekly,4399,2020-08-12,8,2020
3045,21,Female,Boots,Footwear,67,CS Nagar,M,Magenta,Winter,2.7,No,PayPal,Free Shipping,No,No,10,Bank Transfer,Quarterly,5561,2021-01-18,1,2021
915,43,Male,Dress,Clothing,67,BB Kulam,L,Purple,Summer,4.1,Yes,PayPal,Standard,Yes,Yes,27,Venmo,Every 3 Months,5561,2022-07-03,7,2022
951,54,Male,Backpack,Accessories,37,KK Nagar,XL,Turquoise,Winter,4.1,Yes,Cash,Free Shipping,Yes,Yes,30,PayPal,Quarterly,3071,2022-05-30,5,2022
1474,69,Male,Shorts,Clothing,63,CS Nagar,M,Violet,Fall,4.3,No,Cash,Express,Yes,Yes,20,Credit Card,Every 3 Months,5229,2020-03-03,3,2020
2555,51,Male,Jewelry,Accessories,68,Ponmeni,M,Gray,Summer,4.3,No,Bank Transfer,Store Pickup,No,No,49,Debit Card,Bi-Weekly,5644,2024-03-16,3,2024
1912,65,Male,Jewelry,Accessories,81,BB Kulam,M,Gray,Spring,4.9,No,Credit Card,Express,No,No,32,Debit Card,Bi-Weekly,6723,2020-08-04,8,2020
1213,32,Male,Shoes,Footwear,74,Ponmeni,M,Yellow,Summer,2.5,No,Venmo,Free Shipping,Yes,Yes,18,Credit Card,Weekly,6142,2020-06-09,6,2020
2978,38,Female,Shorts,Clothing,47,CS Nagar,L,Gold,Winter,3.4,No,PayPal,Standard,No,No,20,Venmo,Annually,3901,2022-05-19,5,2022
442,43,Male,Hoodie,Clothing,81,KK Nagar,M,Maroon,Winter,4.2,Yes,Bank Transfer,Standard,Yes,Yes,32,Credit Card,Annually,6723,2020-06-26,6,2020
1531,59,Male,Coat,Outerwear,21,Anna Nagar,M,Teal,Spring,3.9,No,Venmo,Next Day Air,Yes,Yes,22,Bank Transfer,Quarterly,1743,2024-04-26,4,2024
2223,32,Male,Pants,Clothing,66,BB Kulam,M,Teal,Summer,4.4,No,PayPal,Store Pickup,No,No,30,Credit Card,Weekly,5478,2024-03-22,3,2024
1984,59,Male,Scarf,Accessories,97,Iyer Bungalow,M,Pink,Summer,2.6,No,Credit Card,Next Day Air,No,No,21,Debit Card,Quarterly,8051,2022-06-19,6,2022
1571,30,Male,Pants,Clothing,41,Chinna Chokikulam,L,Brown,Winter,4.8,No,Debit Card,Next Day Air,Yes,Yes,3,Bank Transfer,Every 3 Months,3403,2020-12-28,12,2020
2885,55,Female,Boots,Footwear,50,Ponmeni,M,Purple,Summer,3.4,No,Bank Transfer,2-Day Shipping,No,No,47,Credit Card,Every 3 Months,4150,2023-11-27,11,2023
2439,32,Male,Jeans,Clothing,20,BB Kulam,S,Cyan,Winter,3.4,No,Cash,Express,No,No,30,Venmo,Weekly,1660,2023-02-04,2,2023
3151,55,Female,Blouse,Clothing,25,Thirumangalam,M,Peach,Spring,2.6,No,Venmo,Express,No,No,7,Bank Transfer,Bi-Weekly,2075,2023-04-13,4,2023
427,43,Male,Pants,Clothing,71,Chinna Chokikulam,M,Violet,Winter,4.7,Yes,Cash,Express,Yes,Yes,19,Credit Card,Quarterly,5893,2021-04-15,4,2021
634,66,Male,Sandals,Footwear,33,Anna Nagar,M,Orange,Spring,2.9,Yes,Bank Transfer,Express,Yes,Yes,50,Debit Card,Quarterly,2739,2020-05-21,5,2020
692,60,Male,Backpack,Accessories,21,Palangantham,L,Silver,Summer,2.9,Yes,Credit Card,Standard,Yes,Yes,37,PayPal,Bi-Weekly,1743,2022-09-07,9,2022
819,59,Male,Shirt,Clothing,91,KK Nagar,M,Peach,Winter,4.9,Yes,Cash,Store Pickup,Yes,Yes,34,Debit Card,Monthly,7553,2022-05-31,5,2022
1946,35,Male,Hoodie,Clothing,38,CS Nagar,M,Gold,Winter,2.9,No,Debit Card,2-Day Shipping,No,No,9,Credit Card,Every 3 Months,3154,2022-02-22,2,2022
1822,57,Male,Shorts,Clothing,53,CS Nagar,M,Teal,Spring,2.8,No,Credit Card,Express,No,No,29,PayPal,Quarterly,4399,2021-05-28,5,2021
3222,21,Female,T-shirt,Clothing,76,Thirumangalam,M,Yellow,Winter,3.2,No,Credit Card,Standard,No,No,28,Cash,Annually,6308,2024-07-28,7,2024
3144,68,Female,Hoodie,Clothing,22,KK Nagar,M,Purple,Summer,2.9,No,Debit Card,Store Pickup,No,No,26,Cash,Quarterly,1826,2023-02-15,2,2023
727,32,Male,Shorts,Clothing,78,Iyer Bungalow,L,Yellow,Summer,3.6,Yes,PayPal,Next Day Air,Yes,Yes,20,Bank Transfer,Every 3 Months,6474,2024-11-02,11,2024
1998,42,Male,Backpack,Accessories,25,Meenakshi Nagar,M,Purple,Fall,4.7,No,PayPal,Express,No,No,10,Debit Card,Bi-Weekly,2075,2021-07-21,7,2021
2489,56,Male,Handbag,Accessories,82,Chinna Chokikulam,XL,Charcoal,Summer,4.4,No,Credit Card,Express,No,No,30,PayPal,Monthly,6806,2024-02-18,2,2024
1851,51,Male,Gloves,Accessories,76,Chinna Chokikulam,S,Black,Winter,2.8,No,Credit Card,Store Pickup,No,No,50,Debit Card,Weekly,6308,2023-02-23,2,2023
834,43,Male,Handbag,Accessories,68,Thirumangalam,M,Purple,Fall,3.5,Yes,Debit Card,Standard,Yes,Yes,11,Credit Card,Annually,5644,2024-07-30,7,2024
1652,59,Male,Coat,Outerwear,80,Anna Nagar,M,Blue,Winter,3.9,No,Bank Transfer,Standard,Yes,Yes,42,Debit Card,Monthly,6640,2022-11-26,11,2022
167,46,Male,Sneakers,Footwear,31,Palangantham,XL,Indigo,Fall,4.0,Yes,Cash,Store Pickup,Yes,Yes,30,Cash,Monthly,2573,2021-12-01,12,2021
911,49,Male,Hoodie,Clothing,25,KK Nagar,S,Pink,Spring,3.4,Yes,Bank Transfer,Express,Yes,Yes,22,Credit Card,Monthly,2075,2020-07-10,7,2020
3891,35,Female,Shirt,Clothing,81,CS Nagar,XL,Green,Winter,2.6,No,Credit Card,Standard,No,No,33,Debit Card,Annually,6723,2021-03-31,3,2021
1490,24,Male,Jewelry,Accessories,26,CS Nagar,XL,Magenta,Summer,4.1,No,PayPal,Next Day Air,Yes,Yes,42,Venmo,Quarterly,2158,2020-07-22,7,2020
1768,69,Male,Jewelry,Accessories,89,CS Nagar,L,Lavender,Fall,3.8,No,PayPal,2-Day Shipping,No,No,46,Debit Card,Fortnightly,7387,2024-10-12,10,2024
2177,24,Male,Belt,Accessories,91,Thirumangalam,S,Red,Winter,3.4,No,Venmo,2-Day Shipping,No,No,44,Debit Card,Quarterly,7553,2023-10-02,10,2023
14,65,Male,Dress,Clothing,51,Palangantham,M,Violet,Spring,4.7,Yes,Debit Card,Express,Yes,Yes,31,PayPal,Weekly,4233,2021-08-13,8,2021
3878,28,Female,Hoodie,Clothing,96,Ponmeni,M,Olive,Spring,4.2,No,Venmo,Next Day Air,No,No,46,Debit Card,Monthly,7968,2022-05-07,5,2022
2428,27,Male,Jacket,Outerwear,26,Meenakshi Nagar,M,Purple,Spring,3.3,No,Debit Card,Standard,No,No,45,Cash,Quarterly,2158,2021-02-08,2,2021
2789,56,Female,Boots,Footwear,92,Palangantham,M,Olive,Summer,3.1,No,Cash,Free Shipping,No,No,2,Credit Card,Annually,7636,2023-10-19,10,2023
117,55,Male,Shoes,Footwear,86,CS Nagar,S,Blue,Spring,3.4,Yes,PayPal,Free Shipping,Yes,Yes,12,Venmo,Annually,7138,2024-11-28,11,2024
2056,28,Male,Handbag,Accessories,33,Meenakshi Nagar,M,Silver,Fall,3.4,No,Debit Card,2-Day Shipping,No,No,28,Bank Transfer,Weekly,2739,2020-11-04,11,2020
638,21,Male,Sweater,Clothing,20,Thirumangalam,M,Cyan,Winter,3.4,Yes,Cash,2-Day Shipping,Yes,Yes,46,Cash,Fortnightly,1660,2023-05-11,5,2023
2084,41,Male,Scarf,Accessories,59,Palangantham,L,Orange,Fall,2.7,No,Credit Card,Store Pickup,No,No,26,Credit Card,Fortnightly,4897,2024-12-26,12,2024
1187,63,Male,Jeans,Clothing,68,CS Nagar,M,Beige,Summer,4.1,No,Cash,2-Day Shipping,Yes,Yes,27,Credit Card,Annually,5644,2022-03-07,3,2022
3388,53,Female,Pants,Clothing,78,Palangantham,S,Pink,Spring,3.4,No,Venmo,2-Day Shipping,No,No,2,Credit Card,Bi-Weekly,6474,2020-01-05,1,2020
2107,60,Male,Jewelry,Accessories,34,BB Kulam,M,Gray,Fall,4.4,No,Cash,Standard,No,No,40,Credit Card,Every 3 Months,2822,2024-05-16,5,2024
1656,37,Male,Sweater,Clothing,81,Meenakshi Nagar,L,Gold,Spring,3.2,No,Venmo,Next Day Air,Yes,Yes,4,PayPal,Monthly,6723,2022-04-05,4,2022
997,29,Male,Sandals,Footwear,91,Chinna Chokikulam,L,Maroon,Summer,4.9,Yes,Bank Transfer,Standard,Yes,Yes,32,Bank Transfer,Quarterly,7553,2024-09-22,9,2024
951,54,Male,Backpack,Accessories,37,KK Nagar,XL,Turquoise,Winter,4.1,Yes,Cash,Free Shipping,Yes,Yes,30,PayPal,Quarterly,3071,2022-11-29,11,2022
1150,21,Male,Jewelry,Accessories,42,Meenakshi Nagar,L,Cyan,Spring,3.3,No,Cash,Store Pickup,Yes,Yes,40,Venmo,Annually,3486,2020-09-23,9,2020
1253,28,Male,Sandals,Footwear,41,Meenakshi Nagar,L,Magenta,Fall,4.0,No,Venmo,Standard,Yes,Yes,8,Cash,Quarterly,3403,2023-04-30,4,2023
2905,41,Female,Sandals,Footwear,41,Thirumangalam,M,Gray,Spring,4.0,No,Bank Transfer,2-Day Shipping,No,No,43,Venmo,Monthly,3403,2023-01-10,1,2023
2461,58,Male,Jeans,Clothing,36,Thirumangalam,S,Lavender,Winter,4.0,No,Venmo,Store Pickup,No,No,28,Credit Card,Annually,2988,2021-01-19,1,2021
2497,67,Male,Scarf,Accessories,79,Chinna Chokikulam,S,Yellow,Summer,3.2,No,Bank Transfer,Store Pickup,No,No,37,Credit Card,Weekly,6557,2024-04-19,4,2024
363,53,Male,Sneakers,Footwear,64,CS Nagar,M,Charcoal,Fall,3.4,Yes,Cash,Free Shipping,Yes,Yes,1,Venmo,Fortnightly,5312,2023-05-13,5,2023
2156,32,Male,Handbag,Accessories,51,BB Kulam,L,Yellow,Fall,3.7,No,Debit Card,Store Pickup,No,No,46,PayPal,Monthly,4233,2022-01-30,1,2022
3874,42,Female,Sandals,Footwear,43,Iyer Bungalow,L,Silver,Summer,4.0,No,PayPal,Standard,No,No,22,Credit Card,Weekly,3569,2020-09-07,9,2020
3834,44,Female,Jacket,Outerwear,93,CS Nagar,L,Gray,Summer,4.6,No,Cash,Free Shipping,No,No,17,PayPal,Every 3 Months,7719,2021-07-10,7,2021
1968,37,Male,Dress,Clothing,81,Ponmeni,L,Yellow,Fall,3.7,No,Venmo,Standard,No,No,4,Venmo,Annually,6723,2021-12-01,12,2021
2091,51,Male,Socks,Clothing,71,Iyer Bungalow,S,Teal,Winter,3.4,No,Debit Card,Free Shipping,No,No,21,Debit Card,Monthly,5893,2022-11-23,11,2022
2036,53,Male,T-shirt,Clothing,70,Meenakshi Nagar,S,Yellow,Summer,4.1,No,Venmo,Express,No,No,43,Bank Transfer,Weekly,5810,2020-06-21,6,2020
1276,55,Male,Sweater,Clothing,32,Thirumangalam,S,Turquoise,Fall,4.5,No,PayPal,Standard,Yes,Yes,1,PayPal,Monthly,2656,2022-10-10,10,2022
262,21,Male,Jeans,Clothing,77,Chinna Chokikulam,L,Magenta,Winter,4.9,Yes,Cash,Standard,Yes,Yes,21,Credit Card,Annually,6391,2023-12-27,12,2023
1801,22,Male,Coat,Outerwear,58,BB Kulam,XL,Indigo,Winter,2.7,No,Cash,Express,No,No,30,Credit Card,Weekly,4814,2022-08-03,8,2022
1340,36,Male,Belt,Accessories,56,Meenakshi Nagar,L,Olive,Winter,5.0,No,PayPal,Next Day Air,Yes,Yes,5,Bank Transfer,Every 3 Months,4648,2021-01-27,1,2021
3898,46,Female,Belt,Accessories,33,Iyer Bungalow,L,Green,Spring,2.9,No,Credit Card,Standard,No,No,24,Venmo,Quarterly,2739,2021-10-27,10,2021
3237,63,Female,Belt,Accessories,84,CS Nagar,L,Olive,Fall,4.1,No,Venmo,Next Day Air,No,No,8,Cash,Monthly,6972,2022-03-28,3,2022
1846,51,Male,Sandals,Footwear,78,CS Nagar,M,Orange,Winter,2.8,No,Debit Card,2-Day Shipping,No,No,39,Bank Transfer,Quarterly,6474,2023-06-07,6,2023
2934,27,Female,Hat,Accessories,52,CS Nagar,M,Brown,Summer,3.8,No,Credit Card,Standard,No,No,28,Venmo,Monthly,4316,2021-10-12,10,2021
1693,56,Male,Handbag,Accessories,75,BB Kulam,M,Beige,Winter,2.6,No,Debit Card,Standard,No,No,33,Cash,Bi-Weekly,6225,2021-01-18,1,2021
3665,63,Female,Jacket,Outerwear,68,CS Nagar,M,Turquoise,Fall,4.4,No,Cash,Store Pickup,No,No,1,Debit Card,Fortnightly,5644,2021-09-28,9,2021
2843,28,Female,Coat,Outerwear,100,Ponmeni,L,Green,Fall,4.3,No,Cash,Standard,No,No,48,Debit Card,Quarterly,8300,2023-07-04,7,2023
70,48,Male,Belt,Accessories,70,Chinna Chokikulam,S,Cyan,Summer,4.4,Yes,Credit Card,Express,Yes,Yes,5,Cash,Weekly,5810,2022-09-09,9,2022
2412,49,Male,Hoodie,Clothing,96,Iyer Bungalow,M,Cyan,Summer,2.7,No,Debit Card,Free Shipping,No,No,35,Cash,Every 3 Months,7968,2022-07-20,7,2022
1832,62,Male,Blouse,Clothing,71,Meenakshi Nagar,M,Cyan,Summer,3.3,No,Bank Transfer,Free Shipping,No,No,5,Bank Transfer,Every 3 Months,5893,2023-06-24,6,2023
2721,55,Female,Scarf,Accessories,52,Ponmeni,M,Peach,Spring,2.8,No,Debit Card,Store Pickup,No,No,45,Bank Transfer,Quarterly,4316,2022-11-25,11,2022
413,24,Male,Jacket,Outerwear,74,Iyer Bungalow,M,Yellow,Summer,3.1,Yes,Venmo,Store Pickup,Yes,Yes,3,Bank Transfer,Weekly,6142,2021-10-02,10,2021
156,63,Male,Socks,Clothing,77,Chinna Chokikulam,S,Olive,Spring,4.3,Yes,Cash,Free Shipping,Yes,Yes,21,Bank Transfer,Quarterly,6391,2022-04-16,4,2022
1487,25,Male,Sneakers,Footwear,73,Anna Nagar,S,Yellow,Spring,5.0,No,Cash,Free Shipping,Yes,Yes,23,Venmo,Every 3 Months,6059,2024-05-26,5,2024
1490,24,Male,Jewelry,Accessories,26,CS Nagar,XL,Magenta,Summer,4.1,No,PayPal,Next Day Air,Yes,Yes,42,Venmo,Quarterly,2158,2021-03-26,3,2021
3851,27,Female,Jewelry,Accessories,74,KK Nagar,L,Indigo,Summer,4.4,No,Credit Card,2-Day Shipping,No,No,25,Debit Card,Every 3 Months,6142,2020-01-19,1,2020
100,26,Male,Hoodie,Clothing,40,Ponmeni,XL,Indigo,Summer,3.7,Yes,Cash,Express,Yes,Yes,33,Debit Card,Quarterly,3320,2020-09-23,9,2020
112,26,Male,Belt,Accessories,75,Chinna Chokikulam,L,Purple,Summer,5.0,Yes,PayPal,Free Shipping,Yes,Yes,9,Credit Card,Annually,6225,2020-12-18,12,2020
2404,64,Male,Shorts,Clothing,22,Palangantham,M,Magenta,Fall,4.4,No,Bank Transfer,Standard,No,No,40,Debit Card,Weekly,1826,2022-09-04,9,2022
3798,68,Female,Sunglasses,Accessories,44,Thirumangalam,M,Gray,Summer,2.5,No,Venmo,Next Day Air,No,No,20,Cash,Quarterly,3652,2020-12-23,12,2020
3073,26,Female,Jewelry,Accessories,98,Ponmeni,L,Peach,Spring,3.1,No,Venmo,Standard,No,No,46,PayPal,Quarterly,8134,2021-07-15,7,2021
2265,51,Male,Hat,Accessories,92,Iyer Bungalow,M,Turquoise,Summer,3.9,No,Bank Transfer,2-Day Shipping,No,No,50,PayPal,Monthly,7636,2023-10-17,10,2023
1197,30,Male,Belt,Accessories,88,CS Nagar,M,Maroon,Winter,3.2,No,PayPal,2-Day Shipping,Yes,Yes,13,Bank Transfer,Bi-Weekly,7304,2020-12-14,12,2020
3700,51,Female,Backpack,Accessories,55,Meenakshi Nagar,M,Olive,Fall,2.6,No,Cash,Store Pickup,No,No,24,Bank Transfer,Weekly,4565,2021-11-09,11,2021
629,69,Male,Sweater,Clothing,85,Iyer Bungalow,M,White,Fall,3.7,Yes,Venmo,2-Day Shipping,Yes,Yes,29,Credit Card,Monthly,7055,2023-12-09,12,2023
2090,37,Male,Jacket,Outerwear,57,Iyer Bungalow,L,Gold,Spring,3.6,No,Cash,Free Shipping,No,No,41,Credit Card,Every 3 Months,4731,2022-09-22,9,2022
1897,57,Male,Sandals,Footwear,51,Meenakshi Nagar,M,Gold,Fall,2.9,No,Cash,Standard,No,No,19,Venmo,Monthly,4233,2021-07-06,7,2021
1226,28,Male,Gloves,Accessories,97,Anna Nagar,S,Turquoise,Fall,2.6,No,Credit Card,Free Shipping,Yes,Yes,16,Debit Card,Weekly,8051,2020-12-07,12,2020
3236,27,Female,Belt,Accessories,68,Meenakshi Nagar,M,Green,Summer,4.0,No,Venmo,Free Shipping,No,No,18,Venmo,Monthly,5644,2023-08-17,8,2023
3693,59,Female,Coat,Outerwear,34,Ponmeni,L,Turquoise,Spring,4.8,No,Venmo,Free Shipping,No,No,29,Cash,Fortnightly,2822,2024-06-01,6,2024
518,61,Male,Boots,Footwear,49,CS Nagar,L,Silver,Fall,2.7,Yes,Debit Card,Free Shipping,Yes,Yes,44,Cash,Every 3 Months,4067,2023-10-01,10,2023
3201,67,Female,Socks,Clothing,24,Thirumangalam,L,Black,Spring,4.8,No,PayPal,Free Shipping,No,No,32,Credit Card,Monthly,1992,2022-11-01,11,2022
333,19,Male,Shirt,Clothing,86,BB Kulam,M,Maroon,Winter,2.8,Yes,Cash,2-Day Shipping,Yes,Yes,5,Credit Card,Monthly,7138,2022-01-24,1,2022
1949,54,Male,T-shirt,Clothing,37,KK Nagar,L,Brown,Winter,3.1,No,Debit Card,Next Day Air,No,No,39,PayPal,Bi-Weekly,3071,2024-04-09,4,2024
1307,54,Male,Sweater,Clothing,33,Palangantham,L,Brown,Winter,4.5,No,Cash,Next Day Air,Yes,Yes,40,PayPal,Annually,2739,2021-10-25,10,2021
1185,63,Male,Belt,Accessories,73,Chinna Chokikulam,S,Indigo,Fall,3.4,No,Bank Transfer,Express,Yes,Yes,19,Credit Card,Annually,6059,2023-03-12,3,2023
2766,64,Female,Gloves,Accessories,70,Chinna Chokikulam,M,Purple,Summer,4.3,No,Cash,2-Day Shipping,No,No,24,Credit Card,Quarterly,5810,2024-09-16,9,2024
655,24,Male,Handbag,Accessories,59,KK Nagar,L,Gray,Summer,4.4,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,23,Venmo,Annually,4897,2021-10-23,10,2021
2376,60,Male,Backpack,Accessories,63,BB Kulam,L,Peach,Fall,2.9,No,PayPal,Next Day Air,No,No,18,Credit Card,Quarterly,5229,2024-02-20,2,2024
3634,39,Female,Gloves,Accessories,51,Anna Nagar,M,Orange,Spring,2.8,No,Venmo,Free Shipping,No,No,1,Bank Transfer,Bi-Weekly,4233,2020-09-21,9,2020
87,24,Male,Hoodie,Clothing,41,Ponmeni,L,Pink,Spring,3.7,Yes,Venmo,2-Day Shipping,Yes,Yes,47,Cash,Bi-Weekly,3403,2022-06-01,6,2022
560,66,Male,Scarf,Accessories,41,Anna Nagar,M,Indigo,Fall,2.9,Yes,Bank Transfer,Store Pickup,Yes,Yes,22,Bank Transfer,Monthly,3403,2021-02-02,2,2021
2064,61,Male,Shorts,Clothing,86,Ponmeni,M,Cyan,Fall,2.9,No,Venmo,Standard,No,No,32,Cash,Monthly,7138,2020-05-15,5,2020
3808,38,Female,Blouse,Clothing,39,BB Kulam,L,Peach,Spring,2.9,No,PayPal,Next Day Air,No,No,36,PayPal,Annually,3237,2024-04-20,4,2024
237,38,Male,Coat,Outerwear,68,CS Nagar,L,Green,Winter,3.4,Yes,Debit Card,Next Day Air,Yes,Yes,39,PayPal,Fortnightly,5644,2024-10-30,10,2024
1098,58,Male,Sunglasses,Accessories,27,Ponmeni,M,Black,Summer,3.2,No,Venmo,Store Pickup,Yes,Yes,47,Bank Transfer,Weekly,2241,2022-04-03,4,2022
2878,32,Female,Socks,Clothing,46,Thirumangalam,M,Silver,Summer,3.6,No,PayPal,Standard,No,No,34,Venmo,Monthly,3818,2020-04-21,4,2020
2924,28,Female,Shirt,Clothing,70,BB Kulam,M,Magenta,Spring,4.2,No,Bank Transfer,2-Day Shipping,No,No,12,Cash,Quarterly,5810,2022-03-19,3,2022
2124,54,Male,Coat,Outerwear,71,Palangantham,L,Cyan,Spring,3.7,No,Cash,Express,No,No,22,Debit Card,Bi-Weekly,5893,2024-04-27,4,2024
1845,60,Male,Shorts,Clothing,26,CS Nagar,M,Purple,Spring,2.7,No,Venmo,2-Day Shipping,No,No,31,Credit Card,Annually,2158,2022-02-17,2,2022
1267,20,Male,Blouse,Clothing,31,CS Nagar,M,Peach,Fall,4.0,No,Cash,Standard,Yes,Yes,14,Debit Card,Every 3 Months,2573,2024-03-24,3,2024
944,32,Male,Hat,Accessories,63,KK Nagar,L,Cyan,Winter,3.8,Yes,PayPal,Next Day Air,Yes,Yes,13,Venmo,Fortnightly,5229,2024-03-15,3,2024
204,70,Male,Scarf,Accessories,38,Anna Nagar,S,Yellow,Fall,3.2,Yes,PayPal,Next Day Air,Yes,Yes,18,Bank Transfer,Weekly,3154,2021-09-05,9,2021
1592,18,Male,Skirt,Clothing,100,BB Kulam,L,Gold,Winter,2.9,No,Bank Transfer,Next Day Air,Yes,Yes,24,PayPal,Annually,8300,2020-02-12,2,2020
2291,37,Male,Boots,Footwear,48,Chinna Chokikulam,L,Magenta,Winter,3.3,No,Venmo,Standard,No,No,23,PayPal,Quarterly,3984,2024-11-18,11,2024
877,41,Male,Belt,Accessories,51,CS Nagar,L,Gray,Summer,3.8,Yes,Venmo,2-Day Shipping,Yes,Yes,1,Debit Card,Weekly,4233,2020-11-03,11,2020
1698,36,Male,Shirt,Clothing,87,BB Kulam,L,Lavender,Fall,3.5,No,Venmo,Next Day Air,No,No,48,Credit Card,Every 3 Months,7221,2023-08-23,8,2023
1219,55,Male,Boots,Footwear,79,KK Nagar,M,Cyan,Spring,3.1,No,Venmo,Store Pickup,Yes,Yes,43,Cash,Every 3 Months,6557,2023-03-07,3,2023
3885,47,Female,Sandals,Footwear,29,KK Nagar,M,Brown,Fall,4.9,No,Debit Card,Express,No,No,3,PayPal,Weekly,2407,2023-01-31,1,2023
821,56,Male,Sneakers,Footwear,39,Chinna Chokikulam,M,Turquoise,Spring,2.5,Yes,Cash,2-Day Shipping,Yes,Yes,27,Debit Card,Monthly,3237,2022-09-28,9,2022
1164,26,Male,Pants,Clothing,56,Anna Nagar,L,White,Summer,3.0,No,Credit Card,2-Day Shipping,Yes,Yes,24,Debit Card,Monthly,4648,2021-10-25,10,2021
